District Name,District Code,Category,Student Group,ELACount,ELAPerformanceIndex,MathCount,MathPerformanceIndex,ScienceCount,SciencePerformanceIndex
Tolland School District,1420011,Grade,5,185,72.4,185,68.7,N/A,N/A
Tolland School District,1420011,Grade,6,184,78.5,184,70.6,N/A,N/A
Tolland School District,1420011,Grade,7,173,72.7,173,69.6,N/A,N/A
Tolland School District,1420011,Grade,8,194,73.4,193,68,N/A,N/A
Tolland School District,1420011,Grade,11,196,66.6,196,67.5,N/A,N/A
Tolland School District,1420011,"High Needs (F/R, EL or SWD)",High Needs,304,61.4,304,55.8,N/A,N/A
Tolland School District,1420011,"High Needs (F/R, EL or SWD)",Not High Needs,986,77.5,985,73.4,N/A,N/A
Tolland School District,1420011,Free/Reduced Price Meal Eligibility (2-level),Eligible For Free Or Reduced Price Meals,161,65.6,161,60,N/A,N/A
Tolland School District,1420011,Free/Reduced Price Meal Eligibility (2-level),Not Eligible For Free Or Reduced Price Meals,1129,74.9,1128,70.6,N/A,N/A
Tolland School District,1420011,Race/Ethnicity,American Indian or Alaska Native,*,*,*,*,N/A,N/A
Tolland School District,1420011,Race/Ethnicity,Asian,47,79.8,47,76.8,N/A,N/A
Tolland School District,1420011,Race/Ethnicity,Black or African American,28,69.8,28,61.9,N/A,N/A
Tolland School District,1420011,Race/Ethnicity,Hispanic or Latino,43,72.9,43,66.8,N/A,N/A
Tolland School District,1420011,Race/Ethnicity,Native Hawaiian or Other Pacific Islander,*,*,*,*,N/A,N/A
Tolland School District,1420011,Race/Ethnicity,Two or More Races,8,*,8,*,N/A,N/A
Tolland School District,1420011,Race/Ethnicity,White,1162,73.6,1161,69.2,N/A,N/A
Tolland School District,1420011,Special Education Status (SWD),Students with Disabilities,171,54.7,171,48.7,N/A,N/A
Tolland School District,1420011,Special Education Status (SWD),Students without Disabilities,1119,76.6,1118,72.4,N/A,N/A
Torrington School District,1430011,All Students,District,2146,64.1,2139,56.4,N/A,N/A
Torrington School District,1430011,English Language Learners (EL),English Learners,318,58.4,318,52,N/A,N/A
Torrington School District,1430011,English Language Learners (EL),Not English Learners,1828,65.2,1821,57.1,N/A,N/A
Torrington School District,1430011,Gender,Female,1041,66.6,1035,56.6,N/A,N/A
Torrington School District,1430011,Gender,Male,1105,61.8,1104,56.2,N/A,N/A
Torrington School District,1430011,Grade,3,298,69,297,62.3,N/A,N/A
Torrington School District,1430011,Grade,4,332,70.4,331,61.5,N/A,N/A
Torrington School District,1430011,Grade,5,335,68.3,337,62.1,N/A,N/A
Torrington School District,1430011,Grade,6,326,64.6,326,52.8,N/A,N/A
Torrington School District,1430011,Grade,7,333,59.1,332,51.1,N/A,N/A
Torrington School District,1430011,Grade,8,335,61.3,329,52.9,N/A,N/A
Torrington School District,1430011,Grade,11,187,51.2,187,49.5,N/A,N/A
Torrington School District,1430011,"High Needs (F/R, EL or SWD)",High Needs,1442,60.7,1435,53.1,N/A,N/A
Torrington School District,1430011,"High Needs (F/R, EL or SWD)",Not High Needs,704,71.3,704,63.2,N/A,N/A
Torrington School District,1430011,Free/Reduced Price Meal Eligibility (2-level),Eligible For Free Or Reduced Price Meals,1302,61.6,1298,53.6,N/A,N/A
Torrington School District,1430011,Free/Reduced Price Meal Eligibility (2-level),Not Eligible For Free Or Reduced Price Meals,844,68.1,841,60.6,N/A,N/A
Torrington School District,1430011,Race/Ethnicity,American Indian or Alaska Native,*,*,*,*,N/A,N/A
Torrington School District,1430011,Race/Ethnicity,Asian,87,72.6,87,68.1,N/A,N/A
Torrington School District,1430011,Race/Ethnicity,Black or African American,70,58.7,70,48.1,N/A,N/A
Torrington School District,1430011,Race/Ethnicity,Hispanic or Latino,546,59.1,544,51.7,N/A,N/A
Torrington School District,1430011,Race/Ethnicity,Native Hawaiian or Other Pacific Islander,*,*,*,*,N/A,N/A
Torrington School District,1430011,Race/Ethnicity,Two or More Races,74,63,74,53.6,N/A,N/A
Torrington School District,1430011,Race/Ethnicity,White,1362,66,1357,58.1,N/A,N/A
Torrington School District,1430011,Special Education Status (SWD),Students with Disabilities,413,48.4,409,40.8,N/A,N/A
Torrington School District,1430011,Special Education Status (SWD),Students without Disabilities,1733,67.9,1730,60.1,N/A,N/A
Trumbull School District,1440011,All Students,District,3503,80.2,3502,77.1,N/A,N/A
Trumbull School District,1440011,English Language Learners (EL),English Learners,165,72.7,165,71.4,N/A,N/A
Trumbull School District,1440011,English Language Learners (EL),Not English Learners,3338,80.6,3337,77.4,N/A,N/A
Trumbull School District,1440011,Gender,Female,1670,82.6,1671,76.8,N/A,N/A
Trumbull School District,1440011,Gender,Male,1833,78.1,1831,77.3,N/A,N/A
Trumbull School District,1440011,Grade,3,419,81.1,420,77,N/A,N/A
Trumbull School District,1440011,Grade,4,509,83.9,509,80.6,N/A,N/A
Trumbull School District,1440011,Grade,5,484,86.2,485,81,N/A,N/A
Trumbull School District,1440011,Grade,6,517,82.9,516,78.7,N/A,N/A
Trumbull School District,1440011,Grade,7,505,81.1,504,76.9,N/A,N/A
Trumbull School District,1440011,Grade,8,547,80.6,546,79.1,N/A,N/A
Trumbull School District,1440011,Grade,11,522,66.6,522,66.6,N/A,N/A
Trumbull School District,1440011,"High Needs (F/R, EL or SWD)",High Needs,918,67.8,918,64.5,N/A,N/A
Trumbull School District,1440011,"High Needs (F/R, EL or SWD)",Not High Needs,2585,84.6,2584,81.6,N/A,N/A
Trumbull School District,1440011,Free/Reduced Price Meal Eligibility (2-level),Eligible For Free Or Reduced Price Meals,528,71.5,527,68.1,N/A,N/A
Trumbull School District,1440011,Free/Reduced Price Meal Eligibility (2-level),Not Eligible For Free Or Reduced Price Meals,2975,81.8,2975,78.7,N/A,N/A
Trumbull School District,1440011,Race/Ethnicity,American Indian or Alaska Native,8,*,8,*,N/A,N/A
Trumbull School District,1440011,Race/Ethnicity,Asian,329,87.2,329,89,N/A,N/A
Trumbull School District,1440011,Race/Ethnicity,Black or African American,171,75.2,171,69.7,N/A,N/A
Trumbull School District,1440011,Race/Ethnicity,Hispanic or Latino,377,73.6,377,68.8,N/A,N/A
Trumbull School District,1440011,Race/Ethnicity,Native Hawaiian or Other Pacific Islander,*,*,*,*,N/A,N/A
Trumbull School District,1440011,Race/Ethnicity,Two or More Races,46,89.2,46,83.3,N/A,N/A
Trumbull School District,1440011,Race/Ethnicity,White,2569,80.5,2568,77.1,N/A,N/A
Trumbull School District,1440011,Special Education Status (SWD),Students with Disabilities,407,57.9,408,53.4,N/A,N/A
Trumbull School District,1440011,Special Education Status (SWD),Students without Disabilities,3096,83.2,3094,80.2,N/A,N/A
Union School District,1450011,All Students,District,33,75.5,33,66,N/A,N/A
Union School District,1450011,English Language Learners (EL),Not English Learners,33,75.5,33,66,N/A,N/A
Union School District,1450011,Gender,Female,20,78.8,20,64.6,N/A,N/A
Union School District,1450011,Gender,Male,13,*,13,*,N/A,N/A
Union School District,1450011,Grade,3,*,*,*,*,N/A,N/A
Union School District,1450011,Grade,4,7,*,7,*,N/A,N/A
Union School District,1450011,Grade,5,6,*,6,*,N/A,N/A
Union School District,1450011,Grade,6,*,*,*,*,N/A,N/A
Union School District,1450011,Grade,7,7,*,7,*,N/A,N/A
Union School District,1450011,Grade,8,7,*,7,*,N/A,N/A
Union School District,1450011,"High Needs (F/R, EL or SWD)",High Needs,7,*,7,*,N/A,N/A
Union School District,1450011,"High Needs (F/R, EL or SWD)",Not High Needs,26,78.6,26,70.9,N/A,N/A
Union School District,1450011,Free/Reduced Price Meal Eligibility (2-level),Eligible For Free Or Reduced Price Meals,*,*,*,*,N/A,N/A
Union School District,1450011,Free/Reduced Price Meal Eligibility (2-level),Not Eligible For Free Or Reduced Price Meals,30,77.1,30,67.1,N/A,N/A
Union School District,1450011,Race/Ethnicity,Asian,*,*,*,*,N/A,N/A
Union School District,1450011,Race/Ethnicity,Hispanic or Latino,*,*,*,*,N/A,N/A
Union School District,1450011,Race/Ethnicity,White,31,75.3,31,65.3,N/A,N/A
Union School District,1450011,Special Education Status (SWD),Students with Disabilities,*,*,*,*,N/A,N/A
Union School District,1450011,Special Education Status (SWD),Students without Disabilities,29,76.6,29,69.3,N/A,N/A
Vernon School District,1460011,All Students,District,1544,64.1,1543,60.7,N/A,N/A
Vernon School District,1460011,English Language Learners (EL),English Learners,90,57.5,89,57.6,N/A,N/A
Vernon School District,1460011,English Language Learners (EL),Not English Learners,1454,64.5,1454,60.9,N/A,N/A
Vernon School District,1460011,Gender,Female,774,66.8,775,61.2,N/A,N/A
Vernon School District,1460011,Gender,Male,770,61.4,768,60.1,N/A,N/A
Vernon School District,1460011,Grade,3,232,68.1,231,61.8,N/A,N/A
Vernon School District,1460011,Grade,4,213,70.6,212,67.7,N/A,N/A
Vernon School District,1460011,Grade,5,245,66,244,66.8,N/A,N/A
Vernon School District,1460011,Grade,6,236,62.6,236,59.1,N/A,N/A
Vernon School District,1460011,Grade,7,204,61.5,205,57,N/A,N/A
Vernon School District,1460011,Grade,8,236,60.5,237,57.2,N/A,N/A
Vernon School District,1460011,Grade,11,178,58.4,178,53.5,N/A,N/A
Vernon School District,1460011,"High Needs (F/R, EL or SWD)",High Needs,841,56.8,840,52.8,N/A,N/A
Vernon School District,1460011,"High Needs (F/R, EL or SWD)",Not High Needs,703,72.9,703,70.1,N/A,N/A
Vernon School District,1460011,Free/Reduced Price Meal Eligibility (2-level),Eligible For Free Or Reduced Price Meals,734,57.3,734,53.5,N/A,N/A
Vernon School District,1460011,Free/Reduced Price Meal Eligibility (2-level),Not Eligible For Free Or Reduced Price Meals,810,70.3,809,67.1,N/A,N/A
Vernon School District,1460011,Race/Ethnicity,American Indian or Alaska Native,*,*,*,*,N/A,N/A
Vernon School District,1460011,Race/Ethnicity,Asian,82,66.8,81,68.3,N/A,N/A
Vernon School District,1460011,Race/Ethnicity,Black or African American,188,55.2,188,51.6,N/A,N/A
Vernon School District,1460011,Race/Ethnicity,Hispanic or Latino,246,54.7,247,49.8,N/A,N/A
Vernon School District,1460011,Race/Ethnicity,Native Hawaiian or Other Pacific Islander,N/A,N/A,N/A,N/A,N/A,N/A
Vernon School District,1460011,Race/Ethnicity,Two or More Races,78,65.8,78,58.5,N/A,N/A
Vernon School District,1460011,Race/Ethnicity,White,946,68,945,64.8,N/A,N/A
Vernon School District,1460011,Special Education Status (SWD),Students with Disabilities,260,44.4,259,36.7,N/A,N/A
Vernon School District,1460011,Special Education Status (SWD),Students without Disabilities,1284,68.1,1284,65.5,N/A,N/A
Voluntown School District,1470011,All Students,District,168,73.6,168,68.4,N/A,N/A
Voluntown School District,1470011,English Language Learners (EL),Not English Learners,168,73.6,168,68.4,N/A,N/A
Voluntown School District,1470011,Gender,Female,78,78.9,78,70.3,N/A,N/A
Voluntown School District,1470011,Gender,Male,90,69,90,66.7,N/A,N/A
Voluntown School District,1470011,Grade,3,25,67.3,25,59.7,N/A,N/A
Voluntown School District,1470011,Grade,4,26,82.1,26,78.9,N/A,N/A
Voluntown School District,1470011,Grade,5,25,78.1,25,72.8,N/A,N/A
Voluntown School District,1470011,Grade,6,31,73.1,31,67.8,N/A,N/A
Voluntown School District,1470011,Grade,7,30,74.7,30,68.1,N/A,N/A
Voluntown School District,1470011,Grade,8,30,68,30,64.9,N/A,N/A
Voluntown School District,1470011,Grade,11,*,*,*,*,N/A,N/A
Voluntown School District,1470011,"High Needs (F/R, EL or SWD)",High Needs,63,61.7,63,56.3,N/A,N/A
Voluntown School District,1470011,"High Needs (F/R, EL or SWD)",Not High Needs,105,80.7,105,75.6,N/A,N/A
Voluntown School District,1470011,Free/Reduced Price Meal Eligibility (2-level),Eligible For Free Or Reduced Price Meals,35,71.6,35,65.4,N/A,N/A
Voluntown School District,1470011,Free/Reduced Price Meal Eligibility (2-level),Not Eligible For Free Or Reduced Price Meals,133,74.1,133,69.2,N/A,N/A
Voluntown School District,1470011,Race/Ethnicity,American Indian or Alaska Native,*,*,*,*,N/A,N/A
Voluntown School District,1470011,Race/Ethnicity,Black or African American,*,*,*,*,N/A,N/A
Voluntown School District,1470011,Race/Ethnicity,Hispanic or Latino,*,*,*,*,N/A,N/A
Voluntown School District,1470011,Race/Ethnicity,Two or More Races,*,*,*,*,N/A,N/A
Voluntown School District,1470011,Race/Ethnicity,White,154,74,154,68.7,N/A,N/A
Voluntown School District,1470011,Special Education Status (SWD),Students with Disabilities,38,52,38,46.5,N/A,N/A
Voluntown School District,1470011,Special Education Status (SWD),Students without Disabilities,130,79.9,130,74.8,N/A,N/A
Wallingford School District,1480011,All Students,District,2968,65.5,2937,61.1,N/A,N/A
Wallingford School District,1480011,English Language Learners (EL),English Learners,264,55,263,53.2,N/A,N/A
Wallingford School District,1480011,English Language Learners (EL),Not English Learners,2704,66.5,2674,61.9,N/A,N/A
Wallingford School District,1480011,Gender,Female,1462,67.9,1451,60.8,N/A,N/A
Wallingford School District,1480011,Gender,Male,1506,63.1,1486,61.5,N/A,N/A
Wallingford School District,1480011,Grade,3,411,67.2,411,62,N/A,N/A
Wallingford School District,1480011,Grade,4,408,70.3,403,66.9,N/A,N/A
Wallingford School District,1480011,Grade,5,404,67.7,401,65.8,N/A,N/A
Wallingford School District,1480011,Grade,6,402,67.3,401,61.4,N/A,N/A
Wallingford School District,1480011,Grade,7,435,66.1,423,60.3,N/A,N/A
Wallingford School District,1480011,Grade,8,469,62.1,459,56.8,N/A,N/A
Wallingford School District,1480011,Grade,11,439,58.5,439,55.9,N/A,N/A
Wallingford School District,1480011,"High Needs (F/R, EL or SWD)",High Needs,1188,56.2,1172,51.8,N/A,N/A
Wallingford School District,1480011,"High Needs (F/R, EL or SWD)",Not High Needs,1780,71.6,1765,67.3,N/A,N/A
Wallingford School District,1480011,Free/Reduced Price Meal Eligibility (2-level),Eligible For Free Or Reduced Price Meals,878,57.8,867,53.4,N/A,N/A
Wallingford School District,1480011,Free/Reduced Price Meal Eligibility (2-level),Not Eligible For Free Or Reduced Price Meals,2090,68.7,2070,64.4,N/A,N/A
Wallingford School District,1480011,Race/Ethnicity,American Indian or Alaska Native,6,*,6,*,N/A,N/A
Wallingford School District,1480011,Race/Ethnicity,Asian,149,68.7,148,67.6,N/A,N/A
Wallingford School District,1480011,Race/Ethnicity,Black or African American,59,57.4,59,51.3,N/A,N/A
Wallingford School District,1480011,Race/Ethnicity,Hispanic or Latino,531,58.1,524,54,N/A,N/A
Wallingford School District,1480011,Race/Ethnicity,Native Hawaiian or Other Pacific Islander,6,*,6,*,N/A,N/A
Wallingford School District,1480011,Race/Ethnicity,Two or More Races,40,66.8,40,63.4,N/A,N/A
Wallingford School District,1480011,Race/Ethnicity,White,2177,67.2,2154,62.6,N/A,N/A
Wallingford School District,1480011,Special Education Status (SWD),Students with Disabilities,427,48.1,419,42.2,N/A,N/A
Wallingford School District,1480011,Special Education Status (SWD),Students without Disabilities,2541,68.4,2518,64.3,N/A,N/A
Waterbury School District,1510011,All Students,District,9102,53.9,9081,47.8,N/A,N/A
Waterbury School District,1510011,English Language Learners (EL),English Learners,1440,44.8,1439,40.6,N/A,N/A
Waterbury School District,1510011,English Language Learners (EL),Not English Learners,7662,55.6,7642,49.1,N/A,N/A
Waterbury School District,1510011,Gender,Female,4477,56.8,4466,48.6,N/A,N/A
Waterbury School District,1510011,Gender,Male,4625,51.1,4615,47,N/A,N/A
Waterbury School District,1510011,Grade,3,1404,59,1402,51.7,N/A,N/A
Waterbury School District,1510011,Grade,4,1348,60.8,1346,55.4,N/A,N/A
Waterbury School District,1510011,Grade,5,1412,57.2,1410,56.1,N/A,N/A
Waterbury School District,1510011,Grade,6,1302,53.4,1302,45.8,N/A,N/A
Waterbury School District,1510011,Grade,7,1298,49.6,1292,41.3,N/A,N/A
Waterbury School District,1510011,Grade,8,1329,50.3,1320,41.1,N/A,N/A
Waterbury School District,1510011,Grade,11,1009,44,1009,40.3,N/A,N/A
Waterbury School District,1510011,"High Needs (F/R, EL or SWD)",High Needs,7902,52.1,7885,46,N/A,N/A
Waterbury School District,1510011,"High Needs (F/R, EL or SWD)",Not High Needs,1200,65.9,1196,59.4,N/A,N/A
Waterbury School District,1510011,Free/Reduced Price Meal Eligibility (2-level),Eligible For Free Or Reduced Price Meals,7658,52.4,7641,46.2,N/A,N/A
Waterbury School District,1510011,Free/Reduced Price Meal Eligibility (2-level),Not Eligible For Free Or Reduced Price Meals,1444,62.1,1440,56,N/A,N/A
Waterbury School District,1510011,Race/Ethnicity,American Indian or Alaska Native,65,54.3,65,51.2,N/A,N/A
Waterbury School District,1510011,Race/Ethnicity,Asian,139,64.9,139,59.7,N/A,N/A
Waterbury School District,1510011,Race/Ethnicity,Black or African American,2102,51.6,2095,44.1,N/A,N/A
Waterbury School District,1510011,Race/Ethnicity,Hispanic or Latino,4869,52.1,4859,46.1,N/A,N/A
Waterbury School District,1510011,Race/Ethnicity,Native Hawaiian or Other Pacific Islander,*,*,*,*,N/A,N/A
Waterbury School District,1510011,Race/Ethnicity,Two or More Races,323,57.3,323,51.9,N/A,N/A
Waterbury School District,1510011,Race/Ethnicity,White,1603,60.8,1599,55.8,N/A,N/A
Waterbury School District,1510011,Special Education Status (SWD),Students with Disabilities,1790,38.3,1780,32,N/A,N/A
Waterbury School District,1510011,Special Education Status (SWD),Students without Disabilities,7312,57.7,7301,51.6,N/A,N/A
Waterford School District,1520011,All Students,District,1323,72.4,1323,67.7,N/A,N/A
